aṃśaṃ śūdrāsuto haret | Manu_9.151d
draṣṭā ca vyavahārāṇāṃ | NarS_m1.2c
draṣṭāro vyavahārāṇāṃ | YajñS_2.202a
drupadāṃ vā japec chatam | ParS_11.20d
drupadāṃ nāma gāyatrīṃ | Ang_1.201a
drumāṃsamadhusarpiṣām | Manu_7.131b
drumāṇām avapātanam | Manu_11.64b
droṇapriyo droṇarājo | Ang_1.521c
droṇānnaṃ na parityajet | ParS_6.69d
drohabhāvaṃ kucaryāṃ ca | Manu_9.17c
dvandvayuddhena yaḥ kaścid | BrhS_1.27.5a
dvandvayuddhena yaḥ kaścid | BrhS_1.28.2a
dvandvair ayojayac cemāḥ | Manu_1.26c
dvayaṃ yāmatrayaṃ tathā | Ang_1.287b
dvayaṃ vātha punaścaikaṃ | Ang_1.828c
dvayaṃ saṃbadhyate tataḥ | YamS-s_2.23b
dvayametatprakathitaṃ | Ang_1.180a
dvayoḥ praharator daṇḍaḥ | BrhS_1.21.3a
dvayoḥ satsu ca sākṣiṣu | NarS_v1.145b
dvayoḥ saṃtaptayoḥ sandhiḥ | BrhS_1.3.43c
dvayoḥ samāno dharmajñaḥ | BrhS_1.5.10c
dvayor api samaṃ bhavet | BrhS_1.10.45b
dvayorapi hi nirṇayaḥ | Ang_1.990d
dvayor apy etayor mūlaṃ | Manu_7.49a
dvayor ātmāsya jāyate | Manu_10.28b
dvayor āpannayos tulyam | NarS_v15-16.11a
dvayoryadi tadā punaḥ | Ang_1.966b
dvayor yas tatra hīyate | NarS_m1.5b
dvayor virodhe kartavyaṃ | BrhS_1.1.113c
dvayor vivadator arthe | NarS_v1.145a
dvayor vivadamānayoḥ | NarS_m1.3d
dvayor vivadamānayoḥ | NarS_v1.127b
dvayor vivadamānayoḥ | NarS_v1.174b
dvayor vivāde sāmantaḥ | Kāty_734c
dvayor vyaktaṃ hi kāraṇam | BrhS_1.26.109d
dvayor hi kulayoḥ śokam | Manu_9.5c
dvayos trayāṇāṃ pañcānāṃ | Manu_7.114a
dvātriṃśataṃ paṇān daṇḍyo | YajñS_2.218c
dvātriṃśat kṣatriyasya ca | Manu_8.337d
dvātriṃśat kṣatriyasya tu | NarS_p19.58d
dvātriṃśadaṅgulāni tu | NarS_p20.15c
dvātriṃśad aṅgulāny āhur | BrhS_1.8.57a
dvātriśadāhuteḥ paścāt | Ang_1.72c
dvādaśānāṃ tathānyeṣāṃ | Ang_1.651a
dvādaśābdamalabhyaitaṃ | Ang_1.402c
dvādaśābdāni pañca vā | YajñS_1.36b
dvādaśāhaḥ sapiṇḍānām | Kāty_685c
dvādaśāhaṃ kaṇānnatā | Manu_11.167d
dvādaśāham athāpi vā | ParS_4.9d
dvādaśāham abhojanam | Manu_11.215b
dvādaśāhena bhūmipaḥ | Manu_5.83b
dvādaśāhena bhūmipaḥ | ParS_3.4b
dvādaśāhopavāsena | YajñS_3.320c
dvādaśe 'hani saṃprāpte | Ang_1.981a
dvādaśe 'hani saṃprāpte | Ang_1.991c
dvādaśaite nṛṇāṃ malāḥ | Manu_5.135d
dvādaśaite nṛṇāṃ malāḥ | ViS_22.81d
dvādaśaita udāhṛtāḥ | NarS_v13.44d
dvādaśaiva tu tāḥ smṛtāḥ | Manu_7.156d
dvādaśaiva vyatikrame | NarS_v15-16.18b
dvādaśaiva vyatikrame | Manu_8.269b
dvādaśyāṃ vāsya kārayet | Manu_2.30b
dvādaśyāṃ śatamityāhur | Ang_1.707c
dvādaśyāṃ śrāddhamācaret | Ang_1.709b
dvāparaṃ kalir eva ca | Manu_9.301b
dvāpare kulam ekaṃ tu | ParS_1.25c
dvāpare ca kalau nṛṇāṃ | BrhS_1.25.17c
dvāpare caikamāsena | ParS_1.27c
dvāpare tv annam ādāya | ParS_1.26c
dvāpare yajñam evāhuḥ | ParS_1.23c
dvāpare yajñam evāhur | Manu_1.86c
dvāpare yācamānāya | ParS_1.28c
dvāpare rudhiraṃ caiva | ParS_1.32c
dvāpare śāṅkhalikhitāḥ | ParS_1.24c
dvābhyāṃ sidhyati nānyathā | BrhS_1.7.30d
dvābhyāṃ jātau striyā dhane | Manu_9.191b
dvābhyām ekaś caturthas tu | Manu_4.9c
dvābhyāṃ piṇḍodake pṛthak | NarS_v13.22b
dvāraṃ nāśanam ātmanaḥ | ViS_33.6b
dvāramārgakriyābhoga | BrhS_1.7.21a
dvāramārgakriyābhoga | Kāty_226a
dvārāṇāṃ caiva bhaṅktāraṃ | Manu_9.289c
dvārāvasthitatoraṇam | Kāty_935b
dvāre kṛtvā tu dhānyāni | ParS_6.40c
dvāv aṃśau kṣatriyāsutaḥ | Manu_9.151b
dvāv adharmyau smṛtāv iha | Manu_3.25b
dvāv apy arthau niveśitau | BrhS_1.2.45b
dvāv apy etau dhṛtavratau | NarS_v18.40b
dvāv āṃśau pratipadyeta | NarS_v13.12a
dvāviṃśatidināditaḥ | Ang_1.932b
dvāv ikṣū dve ca mūlake | Manu_8.341b
dvāv ikṣū pañca mūlakān | NarS_v18.37d
dvāv imau puruṣau loke | ParS_3.30a
dvāv eva varjayen nityam | Manu_4.127a
dvāv oṣṭhau chedayen nṛpaḥ | NarS_v15-16.27b
dvāv oṣṭhau chedayen nṛpaḥ | Manu_8.282b
dvāsaptatisahasrāṇi | YajñS_3.108a
dviḥ pādas tris tribhāgas tu | NarS_v9.8c
dviḥ pramṛjyāt tato mukham | Manu_2.60b
dviḥ pramṛjyāt tato mukham | Manu_5.139b
dviḥ samo bhūtavādinaḥ | YajñS_3.284b
dvikaṃ śataṃ vā gṛhṇīyāt | Manu_8.141a
dvikaṃ śataṃ hi gṛhṇāno | Manu_8.141c
dvikaṃ trikaṃ catuṣkaṃ ca | Manu_8.142a
dvikenārthaṃ samādāya | BrhS_1.10.59a
dvigatiḥ sa udāhṛtaḥ | NarS_m1.24b
dviguṇaṃ rājayogena | Ang_1.192a
dviguṇaṃ labdhum arhati | BrhS_1.10.82d
dviguṇaṃ labdhum arhati | Kāty_539d
dviguṇaṃ vratam ācaret | ParS_9.52d
dviguṇaṃ vratam ādiśet | YamS-99v_57b
dviguṇaṃ savanasthe tu | YajñS_3.252c
dviguṇaḥ patiteṣu tu | BrhS_1.21.12d
dviguṇaḥ śoṇitodbhede | BrhS_1.21.10c
dviguṇaṃ garbhapātane | ParS_4.20b
dviguṇaṃ govadhe caret | ParS_9.2d
dviguṇaṃ govrataṃ caret | ParS_9.16d
dviguṇaṃ govrataṃ tasya | Ang_2.10.1c
dviguṇaṃ go vrataṃ tasya | YamS-99v_40c
dviguṇaṃ ca pradāpyate | Kāty_601d
dviguṇaṃ cen na dattaṃ ca | YamS-99v_58a
dviguṇatriguṇā damāḥ | YajñS_2.207b
dviguṇaṃ tac ca vetanam | BrhS_1.16.5d
dviguṇaṃ tat tṛtīye 'hni | NarS_v9.3c
dviguṇaṃ tatra dāpayet | Kāty_821d
dviguṇaṃ tasya sūtake | YamS-s_2.48d
dviguṇaṃ tṛtīye 'hni | Kāty_699c
dviguṇaṃ triguṇaṃ vāpi | YajñS_3.200c
dviguṇaṃ triguṇaṃ caiva | NarS_v1.91a
dviguṇaṃ daṇḍam āpnoti | YamS-s_2.16c
dviguṇaṃ daṇḍam āpnoti | YamS-s_2.42c
dviguṇaṃ daṇḍam āvahet | ViS_5.196b
dviguṇaṃ daṇḍam āsthāya | NarS_m1.56c
dviguṇaṃ darśane 'sṛjaḥ | YajñS_2.218d
dviguṇaṃ dātum arhati | ViS_6.43d
dviguṇaṃ dāpayed damaṃ | YamS-s_2.14d
dviguṇaṃ na pratibhuve | BrhS_1.10.86c
dviguṇaṃ nikhilaṃ kṛtyaṃ | Ang_1.212a
dviguṇaṃ pratidātavyam | YajñS_2.56c
dviguṇaṃ pratidāpayet | Kāty_541b
dviguṇaṃ pratidāpayet | YajñS_2.61d
dviguṇaṃ pratipādayet | NarS_v1.107d
dviguṇaṃ pratipāditāḥ | NarS_p19.27d
dviguṇaṃ pratipīḍānāṃ | YamS-s_2.52c
dviguṇaṃ brahmacāriṇām | Manu_5.137b
dviguṇaṃ brahmacāriṇām | ViS_60.26b
dviguṇaṃ brāhmaṇabruve | Manu_7.85b
dviguṇas tūttameṣu ca | YajñS_2.214b
dviguṇas triguṇo jñeyaḥ | BrhS_1.21.7c
dviguṇasyopari yadā | BrhS_1.10.100a
dviguṇāṃs tu kuśān dattvā hy | YajñS_1.233a
dviguṇā ca dvipuruṣī | BrhS_1.7.37b
dviguṇā dakṣiṇā bhavet | ParS_9.53b
dviguṇād api cotkarṣe | BrhS_1.10.36c
dviguṇāṃ tu bhṛtiṃ dāpyaḥ | NarS_v6.9c
dviguṇāṃ bhṛtim āvahet | NarS_v6.5d
dviguṇā vā catuḥṣaṣṭis | Manu_8.338c
dviguṇā vānyathā brūyuḥ | YajñS_2.80c
dviguṇās tūttarā jñeyā | Kāty_746c
dviguṇe tu vrate cīrṇe | YamS-99v_57c
dviguṇe vrata ādiṣṭe | ParS_9.53a
dviguṇaiva tu dakṣiṇā | YamS-99v_57d
dviguṇo dviguṇo bhavet | Kāty_485d
dviguṇo vā kalpanīyaḥ | BrhS_1.23.8a
dvicatuṣpadahāriṇaḥ | BrhS_1.22.4b
dvijaḥ pāpāpanuttaye | Manu_11.139d
dvijaḥ śukram akāmataḥ | Manu_2.181b
dvijaḥ śukram akāmataḥ | ViS_28.51b
dvijaḥ śūdrānnabhojanaḥ | ParS_12.37b
dvijatvam abhikāṅkṣante | BrhS_1.8.37c
dvijapūjā sadā nṛpaiḥ | Kāty_007b
dvijaveśyāpurohitaḥ | Ang_1.766d
dvijavaiśyavaṇicchilpi | BrhS_1.1.34c
dvijaśuśrūṣaṇaratān | ParS_11.15a
dvijaśuśrūṣaṇe rataḥ | Ang_2.5.11d
dvijaśuśrūṣayojjhitāḥ | ParS_2.14d
dvijaś cāndrāyaṇaṃ caret | Manu_11.154d
dvijaś cāndrāyaṇaṃ caret | ParS_11.46b
dvijaś cāndrāyaṇaṃ caret | YamS-182v_3.31d
dvijasaṃpāditāni vai | ParS_6.54b
dvijasaṃpāditair iha | ParS_6.55b
dvijas tṛṇaidhaḥpuṣpāṇi | YajñS_2.166c
dvijasya bhāryā śūdrā tu | ViS_26.5a
dvijasya śruticodanāt | Manu_2.169d
dvijāḥ kurvanty anugraham | ParS_6.34d
dvijāgryān paṅktipāvanān | Manu_3.183d
dvijāṅguṣṭhaṃ niveśayet | YajñS_1.238d
dvijātayaḥ savarṇāsu | Manu_10.20a
dvijātaya ivejyābhiḥ | Manu_8.311c
dvijātiḥ pūrvamāriṇīm | Manu_5.167b
dvijātiḥ pratibhūhīno | Kāty_118a
dvijātipravaro vidvān | Manu_3.167c
dvijātimukhyavṛttīnāṃ | Manu_3.286c
dvijātir āpnuyāt sarvam | BrhS_1.26.43c
dvijātir vadhakāmyayā | Manu_4.165b
dvijātihitam ācaran | YajñS_1.120d
dvijātīnāṃ ca varṇānāṃ | Manu_8.348c
dvijātīnāṃ tu niṣkṛtiḥ | ParS_6.31b
dvijāteḥ saṃsthitasya tu | Manu_3.247b
dvijānāṃ yajñayājinām | ParS_8.13b
dvijānāṃ śūdrayonayaḥ | NarS_m2.37b
dvijānāṃ sadṛśā dvijāḥ | Kāty_351b
dvijānāṃ sadṛśā dvijāḥ | Manu_8.68b
dvijānāṃ karaśuddhaye | Ang_1.884b
dvijānāṃ gṛhamedhinām | Manu_4.8b
dvijānām apamṛjyate | Manu_2.27d
dvijānām asya kurvataḥ | NarS_v15-16.24b
dvijānām eva karmabhiḥ | Manu_10.46d
dvijānāṃ pūjanaṃ caiva | Kāty_015c
dvijān notpadyate bhayam | Manu_6.40b
dvijān parvasu parvasu | YajñS_3.333b
dvijān vihāya yaḥ paśyet | BrhS_1.1.72a
dvijebhyo bhojanaṃ budhaḥ | YajñS_1.305b
dvijebhyo 'rdhaṃ dvijaḥ punaḥ | YajñS_2.34b
dvijeṣu vanavāsiṣu | Manu_6.27d
dvijair utpāditān sutān | Manu_10.6b
dvijair utpāditāś ca ye | YamS-s_1.37Ab
dvijais tadānugantavyā | ParS_3.47c
dvijocchiṣṭaṃ ca bhojanam | Manu_5.140d
dvijocchiṣṭaṃ na mārjayet | YajñS_1.257d
dvijo 'dhvagaḥ kṣīṇavṛttir | Manu_8.341a
dvijo nityam upaspṛśet | YajñS_1.18d
dvijo bhavati nānyathā | Manu_12.93d
dvijo maithunakārakaḥ | YamS-182v_1.15b
dvijo yukto hy anāpadi | Manu_4.100d
dvijo vārdhuṣikaś ca yaḥ | NarS_v1.168d
dvitīyaṃ vāruṇaṃ smṛtam | BrhS_1.8.54b
dvitīyaḥ parikīrtitaḥ | BrhS_1.9.5d
dvitīyadivase yadi | Ang_1.85d
dvitīyaṃ tu pitus tasyās | Manu_9.140c
dvitīyaṃ na samācaret | Manu_11.232d
dvitīyam āyuṣo bhāgaṃ | Manu_4.1c
dvitīyam āyuṣo bhāgaṃ | Manu_5.169c
dvitīyam eke prajanaṃ | Manu_9.61a
dvitīyaṃ mauñjibandhanāt | YajñS_1.39b
dvitīyaṃ mauñjibandhane | Manu_2.169b
dvitīyas tūttaras tathā | BrhS_1.1.17b
dvitīyā kāñcanāhvayā | Ang_1.453b
dvitīyātanayaścettu | Ang_1.435c
dvitīyātanayasya saḥ | Ang_1.433d
dvitīyādipurodbhūtā | Ang_1.432a
dvitīyādisamudbhūto | Ang_1.414a
dvitīyādisutasya vā | Ang_1.479b
dvitīyādisutānāṃ syāt | Ang_1.433a
dvitīyādisutān sarvān | Ang_1.415a
dvitīyādisutāstu cet | Ang_1.416b
dvitīyādisuto gṛhī | Ang_1.428b
dvitīyādisuto yuvā | Ang_1.429b
dvitīyā bhoginī nārī | Ang_1.449c
dvitīyā sāttvikī gatiḥ | Manu_12.49d
dvitīye kṛcchram ācaret | ParS_4.11b
dvitīye caiva taccheṣaṃ | NarS_p19.39c
dvitīye tatra naiva sā | Ang_1.74b
dvitīye nāsti doṣas tu | YamS-99v_75c
dvitīye brahmaghātinī | ParS_7.18d
dvitīye śmaśru vāpayet | YamS-78v_72b
dvitīye samupasthite | YamS-99v_75b
dvitīye 'hani durbuddher | Kāty_200c
dvitīye hastacaraṇau | BrhS_1.22.9c
dvitīye hastacaraṇau | Manu_9.277c
dvitīye 'hni dadat kretā | Kāty_699a
dvitīye 'hni dadat kretā | NarS_v9.3a
dvitīyo madhyamaṃ damam | YajñS_2.224d
dvitryabdaṃ hi viśiṣyate | YamS-182v_4.33d
dvidinaṃ caikabhojanaḥ | ParS_8.38b
dvidinaṃ mārutāśanaḥ | ParS_8.38d
dvidvāraḥ samudāhṛtaḥ | NarS_m1.23b
dvidvāro dvigatis tathā | NarS_m1.9d
dvidhā kṛtvātmano deham | Manu_1.32a
dvinavatyā samāyuktaṃ | ParS_12.81e
dvinetrabhedino rāja | YajñS_2.304a
dvipaṇaprabhṛtiḥ kramāt | YajñS_2.225d
dvipaṇe dviśato daṇḍo | YajñS_2.248c
dvipaṇo dvādaśapaṇo | Kāty_790a
dvipadasthāvareṣu ca | Kāty_389d
dvipadāṃ ca catuṣpadām | Kāty_705d
dvipadām ardhamāsaṃ syāt | NarS_v9.6a
dvipadām ardhamāsaṃ tu | Kāty_694a
dvipadāṃ pṛthivīpatiḥ | NarS_v18.13b
dvipade sādhyabhedāt tu | Kāty_029a
dvipado vyavahāraḥ syāt | BrhS_1.1.9c
dvipāt saṃpratipattiṣu | BrhS_1.2.3d
dvipāt saṃpratipattiṣu | Kāty_245d
dvipāde kāṃsyabhājanam | ParS_9.15b
dvi pāde śmaśrukevalam | YamS-99v_53b
dvipāde śmaśruṇo 'pi ca | ParS_9.14b
dviprakārā kriyā proktā | BrhS_1.4.6a
dviprakāro bhogabhṛtaḥ | BrhS_1.15.14a
dviprakāro vibhāgas tu | BrhS_1.26.17a
dvibhāryake kriyākṛccet | Ang_1.419a
dvibhedā sā punarjñeyā | Kāty_216c
dviyojane tīrthayātrā | ParS_12.64a
dvirabhyastāḥ patanty akṣā | NarS_v17.3a
dvir aṣṭāpādyaṃ vaiśyasya | NarS_p19.58c
dvirāmuṣyāyaṇā dadyur | NarS_v13.22a
dvividhaṃ yānam ucyate | Manu_7.165d
dvividhaṃ smṛtam āsanam | Manu_7.166d
dvividhaḥ parikīrtitaḥ | Ang_1.694b
dvividhaḥ saṃśrayaḥ smṛtaḥ | Manu_7.162d
dvividhaḥ saṃśrayaḥ smṛtaḥ | Manu_7.168d
dvividhaṃ karma vaidikam | Manu_12.88d
dvividhaṃ kīrtyate dvaidhaṃ | Manu_7.167c
dvividhaṃ tad udāhṛtam | BrhS_1.11.6b
dvividhāṃs taskarān vidyāt | Manu_9.256a
dvividhās taskarā jñeyāḥ | NarS_p19.1a
dvividho vigrahaḥ smṛtaḥ | Manu_7.164d
dviśataṃ jānujaṅghayoḥ | ParS_5.18b
dviśataṃ tu damaṃ dāpyaḥ | Manu_8.368c
dviśataṃ tu damaṃ pumān | YajñS_2.285b
dviśataṃ tūdare tathā | ParS_5.17b
dviśatodyaṃ damaṃ tathā | BrhS_1.23.6d
dviśaphaikaśaphasya ca | Manu_11.168b
dviśaphaikaśaphāṃs tathā | YajñS_1.262d
dviṣatā hi havir bhuktaṃ | Manu_3.144c
dviṣadannaṃ nagaryannaṃ | Manu_4.213c
dviṣantīṃ yoṣitaṃ patiḥ | Manu_9.77b
dviṣṭādeśakṛtas tathā | YajñS_2.304b
dvisaptako'rthamūlas tu | BrhS_1.1.10a
dvisaptāhaṃ pratīkṣya tu | BrhS_1.10.48d
dvisaptāhāt trisapta vā | Kāty_410d
dvisaptāhāt paraṃ yasya | NarS_p20.44a
dvisaptāhena vā punaḥ | NarS_p20.43d
dvisasyāṣṭamaṃ bhāgaṃ | BrhS_1.1.61a
dvisvabhāveṣu rāśiṣu | Ang_1.640d
dvihīno daśabhir dinaiḥ | ParS_3.5d
dvīpānām udadhīnāṃ ca | ViS_1.15c
dvī putrau vaiśyaśūdrayoḥ | NarS_v12.114d
dve kṛṣṇale rūpyamāṣo | YajñS_1.364c
dve kṛṣṇale samadhṛte | Manu_8.135c
dve ca saṃdhiśate tathā | YajñS_3.102d
dve tathaikā yathākramam | YajñS_1.57b
dve tisro vā sthitāścettu | Ang_1.391a
dve tu mithyābhiśaṃsane | YajñS_2.289b
dve dve jānukapoloru | YajñS_3.87a
dvedhā kṛtvā tataḥ param | Ang_1.982b
dve pituḥ piṇḍadānaṃ syāt | YamS-99v_79a
dve phale samudāhṛte | Kāty_032d
dve bhārye kṣatriyasyānye | NarS_v12.6a
dve śate kharvaṭasya syān | YajñS_2.167c
dveṣaṃ dambhaṃ ca mānaṃ ca | Manu_4.163c
dveṣāt param abhidravet | BrhS_1.21.18b
dveṣāt param upadravet | NarS_v1.158b
dveṣiṇo 'rthena daṇḍayet | BrhS_1.9.14d
dveṣo buddhiḥ sukhaṃ dhṛtiḥ | YajñS_3.174b
dveṣṭāraḥ sarva eva te | NarS_v1.136d
dveṣyaś cāsya na vidyate | ViS_20.43b
dve same tv itarā vaset | NarS_v12.99d
dve sahasre tu dāpayet | ParS_11.18b
dve hi sthāne vivādasya | BrhS_1.1.3c
dvaijātaṃ varṇam āvasan | Manu_8.374b
dvaidhaṃ saṃśrayam eva ca | Manu_7.161d
dvaidhībhāvaṃ saṃśrayaṃ ca | Manu_7.160c
dvaidhībhāvaṃ guṇān etān | YajñS_1.347c
dvaidhe bahūnāṃ vacanaṃ | YajñS_2.78a
dvaividhyaṃ samupāgatam | Ang_1.507d
dvaividhyaṃ samupāgatam | Ang_1.508b
dvaividhyaṃ kila saṃprāptaṃ | Ang_1.507a
dvau kṛcchrau parivittes tu | ParS_4.26a
dvau jñeyau cānulomajau | NarS_v12.108d
dvau jñeyau pratilomataḥ | NarS_v12.107d
dvau tu yau vivadeyātāṃ | Manu_9.191a
dvau trayaḥ pañca vā kāryāḥ | BrhS_1.17.10a
dvau daive pitṛkārye trīn | Manu_3.125a
dvau daive prāk trayaḥ pitrya | YajñS_1.228a
dvau doṣau pṛthivīkṣitām | Manu_9.221d
dvau pādāv asthibhañjane | ParS_9.18b
dvau pādau garbhasaṃmite | ParS_9.13b
dvau pādau gātrasaṃbhave | YamS-99v_43b
dvau pādau netraghātane | ParS_9.17d
dvau pādau bandhane caret | Ang_2.10.4b
dvau pādau bandhane caret | ParS_9.3d
dvau pādau mahiṣīṃ tathā | Kāty_667b
dvau pādau vāhane caret | ParS_9.29b
dvau māṣau mahiṣīṃ tathā | NarS_v11.28b
dvau māsau niyatendriyaḥ | Manu_11.109d
dvau māsau pañcagavyena | YamS-182v_3.6c
dvau māsau bhakṣya bhojyaṃ ca | YamS-182v_3.6a
dvau māsau matsyamāṃsena | Manu_3.268a
dvau māsau māghaphālgunau | ViS_90.29d
dvau māsau yāvakena tu | YamS-182v_3.6b
dvau māsau snānamabhyaṅgaṃ | Ang_2.11.2c
dvau vidhī saṃprakīrtitau | NarS_m1.3b
dvau viprau visṛjedannaṃ | Ang_1.960c
dvau śaṅkhakau kapālāni | YajñS_3.90a
dvau sakulyāḥ sapiṇḍā vā | BrhS_1.26.123c
dvau sākṣiṇau tv alikhitau | Kāty_373c
dvau sutau kuṇḍagolakau | Manu_3.174b
dvau smṛtau kuṇḍagolakau | ParS_4.23b
dvyaṃśaṃ hi labhate dhanam | BrhS_1.26.12b
dvyaṃśaḥ śeṣāḥ samāṃśinaḥ | BrhS_1.26.112d
dvyaṃśaṃ dāyād avāpnuyāt | BrhS_1.26.21b
dvyaṃśaharo 'rdhaharo vā | Kāty_851a
dvyantaraḥ prātilomyena | NarS_v12.116a
dvyantaraś cānulomyena | NarS_v12.104c
dvyabhiyogas tu vijñeyaḥ | NarS_m1.22a
dvyavaro 'ṣṭāparaś cānyas | NarS_p19.63c
dvyāṅgulasyāvakartanam | NarS_v12.70b
dvyārṣeyāṇi tryārṣeyāṇi | Ang_1.350c
dvyekāntarāsu jātānāṃ | Manu_10.7c
dhaṭakarkaṭayos tathā | BrhS_1.8.52b
dhaṭādir daivikī smṛtā | NarS_m2.28d
dhaṭādyā dharmajāntā ca | BrhS_1.8.2c
dhaṭād yā dharmajāntā tu | BrhS_1.4.7c
dhaṭe karkaṭake dṛḍhe | NarS_p20.9d
dhaṭe 'bhiyuktas tulito | BrhS_1.8.49a
dhaṭa ity abhidhīyase | NarS_p20.13b
dhaṭa ity abhidhīyase | ViS_10.10b
dhaṭo 'gnir udakaṃ caiva | BrhS_1.8.3a
dhaṭo 'gnir udakaṃ caiva | NarS_p20.6a
dhanaṃ yady āśritaṃ striyām | Kāty_547d
dhanaṃ yāgārthatām iyāt | BrhS_1.26.12d
dhanaṃ yāgārthatām iyāt | Kāty_852b
dhanaṃ yo bibhṛyād bhrātur | Manu_9.146a
dhanaṃ rājñe ca tatsamam | YajñS_2.11b
dhanaṃ vṛddhim avāpnuyāt | BrhS_1.10.35b
dhanaṃ vṛdhyā gṛhītvā tu | BrhS_1.6.17a
dhanaṃ vedān bhiṣaksiddhiṃ | YajñS_1.267a
dhanaṃ vyapohya tac chiṣṭaṃ | BrhS_1.26.86c
dhanaṃ vyayavivarjitam | Kāty_845-1b
dhanaṃ śaktaḥ svakarmaṇā | Manu_9.207b
dhanaṃ śuklam udāhṛtam | ViS_58.9d
dhanaṃ śauryeṇa tad bhavet | Kāty_876f
dhanaṃ saptavidhaṃ śuklam | NarS_v1.41c
dhanaṃ saptavidhaṃ śulkam | BrhS_1.7.3c
dhanaṃ hi jīvanāyālaṃ | Manu_11.76c
dhanakāmo dhanaṃ tathā | YajñS_3.330b
dhanaṃ jyeṣṭho 'dhigacchati | Manu_9.204b
dhanato yasya yo loke hy | Ang_1.330a
dhanatyāgaṃ gṛhe kṛtvā | Ang_2.10.19a
dhanadaṇḍo vadhas tathā | YajñS_1.367b
dhanadānāsahaṃ buddhvā | Kāty_479a
dhanadhānyasamanvitāḥ | YajñS_3.218d
dhanadhānyādikaṃ tathā | BrhS_1.1.160b
dhanadhānyena vāhanaiḥ | Manu_7.75b
dhanaṃ tat putrikābhartā | Manu_9.135c
dhanaṃ tasyākhilaṃ haret | BrhS_1.24.13b
dhanaṃ tasyaiva tad bhavet | Kāty_887b
dhanaṃ dāpyo damaṃ ca saḥ | Kāty_619d
dhanaṃ duhitṛbhir vinā | Kāty_571d
dhanaṃ dehas tathaiva ca | NarS_p19.44d
dhanaṃ dehas tathaiva ca | Manu_8.125d
dhanaṃ dhānyaṃ paśūn striyaḥ | Manu_7.96b
dhanabhāg uttarottaraḥ | YajñS_2.136b
dhanabhāg vā dhanī bhavet | YajñS_2.60d
dhanam udgrāhya lekhitam | BrhS_1.26.51b
dhanamūlāḥ kriyāḥ sarvā | BrhS_1.7.1a
dhanamūlāḥ kriyāḥ sarvā | NarS_v1.39a
dhanam evaṃvidhaṃ sarvaṃ | Kāty_880c
dhanam eṣāṃ śvagardabham | Manu_10.51d
dhanam eṣāṃ malātmakam | NarS_v15-16.15b
dhanaṃ patraniviṣṭaṃ tu | Kāty_882a
dhanaṃ bhavet samṛddhānāṃ | BrhS_1.26.47c
dhanaṃ mūlīkṛtaṃ dattvā | BrhS_1.10.66a
dhanalobhena vā punaḥ | Kāty_027b
dhanavantaṃ prajāvantaṃ | Manu_3.263c
dhanavanto yaśasvinaḥ | Manu_3.40b
dhanavṛttigṛhakṣetra | Ang_1.148c
dhanasaṃkhyāṃ ca lekhayet | Kāty_251b
dhanasaṃgrahaṇodyukta | Ang_1.749c
dhanasaubhāgyavardhanam | ViS_100.2d
dhanastrīhāriputrāṇām | NarS_v1.20a
dhanasya daśavārṣikī | YajñS_2.24d
dhanasvāmī svakaṃ dhanam | Kāty_035b
dhanasvīkaraṇe yena | NarS_v1.65c
dhanahiṃsāṃ vivarjayet | ViS_52.16d
dhanahiṃsāparas tathā | ViS_52.17b
dhanahiṃsāparas tayoḥ | ViS_52.17d
dhanahiṃsāsamudbhavaḥ | BrhS_1.1.9d
dhanādhyakṣākṣarānvitam | BrhS_1.6.24b
dhanāni tu yathāśakti | Manu_11.6a
dhanāyavyayapālane | BrhS_1.10.122b
dhanāyasyāpalāpane | BrhS_1.9.29b
dhanikaṃ vādhamarṇikaḥ | BrhS_1.10.92b
dhanikacchandataḥ kriyā | ViS_6.42d
dhanikarṇikayor evaṃ | NarS_v1.102c
dhanikarṇikalekhakāḥ | NarS_v1.118b
dhanikarṇikasaṃdigdhau | BrhS_1.1.5c
dhanikasya yathāruci | YajñS_2.55d
dhanikasyāpy upāyataḥ | ViS_52.14b
dhanikasyopadhādoṣāt | Kāty_273c
dhanikāyādhamarṇikaḥ | Manu_8.177b
dhanikena svahastena | Kāty_281a
dhanikenopapīḍitaḥ | NarS_v1.107b
dhanikenopapīḍitaḥ | ViS_6.43b
dhanikair vopapīḍitam | Kāty_914b
dhaniko mūlabhāg bhavet | BrhS_1.10.36b
dhaniko vādhamarṇikaḥ | BrhS_1.10.58b
dhaninaṃ vāpy upārādhya | Manu_10.121c
dhaninaś chandataḥ kriyā | NarS_v1.106d
dhaninām adhamarṇakaḥ | Kāty_523d
dhaninām adhamarṇikaḥ | YajñS_2.41b
dhanine dāpayed dhanam | YajñS_2.26b
dhanine dhanam eva ca | YajñS_2.18d
dhanī caiva ṛṇaṃ tathā | BrhS_1.10.70d
dhanī tāvat samādadyād | BrhS_1.10.16c
dhanī tāvat samādadyād | BrhS_1.10.25c
dhanī dhanam upāśnute | NarS_v1.65d
dhanī patraṃ pradarśayet | BrhS_1.10.85b
dhanī bandhaṃ nivedayet | Kāty_529b
dhanī vopagataṃ dadyāt | YajñS_2.93c
dhanuḥśataṃ parīṇāho | YajñS_2.167a
dhanuḥśataṃ parīhāro | Manu_8.237a
